Time,Joint,Torque
1745066983.913932,l_hip_yaw,-0.01796403774826617
1745066983.913932,l_hip_roll,1.3311935364763463
1745066983.913932,l_hip_pitch,0.043734564724056346
1745066983.913932,l_knee,0.1082340886000047
1745066983.913932,l_ank_pitch,-0.17231289190191748
1745066983.913932,l_ank_roll,0.17725609151834104
1745066983.913932,r_hip_yaw,-0.02018187180076725
1745066983.913932,r_hip_roll,-1.3640832811994468
1745066983.913932,r_hip_pitch,-0.17409363546191972
1745066983.913932,r_knee,-0.12316032707681711
1745066983.913932,r_ank_pitch,0.06448613851448141
1745066983.913932,r_ank_roll,-0.14249140955026443
1745066983.913932,l_sho_pitch,-0.0009128300868141894
1745066983.913932,l_sho_roll,-0.1435698614824559
1745066983.913932,l_el,0.028446458081905192
1745066983.913932,r_sho_pitch,0.0009001344475251804
1745066983.913932,r_sho_roll,0.14356496115482745
1745066983.913932,r_el,-0.02844532557007105
1745066983.913932,head_pan,3.824231539391943e-05
1745066983.913932,head_tilt,0.28556086956313875
1745066984.4258158,l_hip_yaw,-0.06594802937203827
1745066984.4258158,l_hip_roll,1.280757992019295
1745066984.4258158,l_hip_pitch,0.016705992529339405
1745066984.4258158,l_knee,0.028564678093332577
1745066984.4258158,l_ank_pitch,-0.03910562507885807
1745066984.4258158,l_ank_roll,0.21403041447951243
1745066984.4258158,r_hip_yaw,0.033184120937842156
1745066984.4258158,r_hip_roll,-1.3993221548041486
1745066984.4258158,r_hip_pitch,-0.10840240180757658
1745066984.4258158,r_knee,-0.04874203814185185
1745066984.4258158,r_ank_pitch,-0.0187720882920793
1745066984.4258158,r_ank_roll,-0.1370254358881363
1745066984.4258158,l_sho_pitch,-0.0012578610957254609
1745066984.4258158,l_sho_roll,-0.14422744067217033
1745066984.4258158,l_el,0.028606246047485413
1745066984.4258158,r_sho_pitch,0.001019484942966452
1745066984.4258158,r_sho_roll,0.14440614587898934
1745066984.4258158,r_el,-0.028625870941565587
1745066984.4258158,head_pan,-0.002455449315979588
1745066984.4258158,head_tilt,0.2722379588828544
1745066984.9303844,l_hip_yaw,-0.04207401942756352
1745066984.9303844,l_hip_roll,1.326344551818179
1745066984.9303844,l_hip_pitch,0.13818307958614726
1745066984.9303844,l_knee,-0.0006579527145934123
1745066984.9303844,l_ank_pitch,-0.0886015270782632
1745066984.9303844,l_ank_roll,0.0891878195177444
1745066984.9303844,r_hip_yaw,0.06693833688900555
1745066984.9303844,r_hip_roll,-1.1878061683193069
1745066984.9303844,r_hip_pitch,-0.09399046107737304
1745066984.9303844,r_knee,-0.008386739566430136
1745066984.9303844,r_ank_pitch,0.18822722388403845
1745066984.9303844,r_ank_roll,-0.19926933969610378
1745066984.9303844,l_sho_pitch,-0.0006975929226567805
1745066984.9303844,l_sho_roll,-0.14928654652622295
1745066984.9303844,l_el,0.03047411441284672
1745066984.9303844,r_sho_pitch,0.000697754078082944
1745066984.9303844,r_sho_roll,0.14945234188189602
1745066984.9303844,r_el,-0.03051902998418544
1745066984.9303844,head_pan,0.0017123849098117398
1745066984.9303844,head_tilt,0.2877765188478826
1745066985.443537,l_hip_yaw,0.1371293705788167
1745066985.443537,l_hip_roll,1.5191218001691749
1745066985.443537,l_hip_pitch,0.16577201827803933
1745066985.443537,l_knee,-0.1387964160756376
1745066985.443537,l_ank_pitch,-0.09393760262965721
1745066985.443537,l_ank_roll,0.06813014731309269
1745066985.443537,r_hip_yaw,-0.1002498950464491
1745066985.443537,r_hip_roll,-1.4136024676744237
1745066985.443537,r_hip_pitch,-0.0803837485927166
1745066985.443537,r_knee,0.15093229344091283
1745066985.443537,r_ank_pitch,0.23100018264130415
1745066985.443537,r_ank_roll,-0.16608932752243907
1745066985.443537,l_sho_pitch,-0.00044866572297477906
1745066985.443537,l_sho_roll,-0.14801310214941532
1745066985.443537,l_el,0.029059570581756868
1745066985.443537,r_sho_pitch,0.0005511388078067193
1745066985.443537,r_sho_roll,0.1478600989587904
1745066985.443537,r_el,-0.029024478806933512
1745066985.443537,head_pan,0.0004834792505244185
1745066985.443537,head_tilt,0.2912448874271298
1745066985.9547968,l_hip_yaw,0.1016098556818565
1745066985.9547968,l_hip_roll,1.787757804302045
1745066985.9547968,l_hip_pitch,0.008606804075056566
1745066985.9547968,l_knee,-0.4250288467416552
1745066985.9547968,l_ank_pitch,-0.10055358171202593
1745066985.9547968,l_ank_roll,0.19977189419312216
1745066985.9547968,r_hip_yaw,-0.13061700793765765
1745066985.9547968,r_hip_roll,-1.8657626126183529
1745066985.9547968,r_hip_pitch,-0.15397167794296804
1745066985.9547968,r_knee,0.31601664897321396
1745066985.9547968,r_ank_pitch,0.06429135479543208
1745066985.9547968,r_ank_roll,-0.14153920911592052
1745066985.9547968,l_sho_pitch,-0.0012976476619099224
1745066985.9547968,l_sho_roll,-0.1391563827449475
1745066985.9547968,l_el,0.024282076091088973
1745066985.9547968,r_sho_pitch,0.0015133922397134445
1745066985.9547968,r_sho_roll,0.1390137269401295
1745066985.9547968,r_el,-0.024268739250934947
1745066985.9547968,head_pan,-0.0013503290537925994
1745066985.9547968,head_tilt,0.28035669245788214
1745066986.457153,l_hip_yaw,0.08827435143366456
1745066986.457153,l_hip_roll,1.8842004059748798
1745066986.457153,l_hip_pitch,-0.027836433356559748
1745066986.457153,l_knee,-0.5436247966067297
1745066986.457153,l_ank_pitch,-0.1358149421397147
1745066986.457153,l_ank_roll,0.18727143632249277
1745066986.457153,r_hip_yaw,-0.13355250279490258
1745066986.457153,r_hip_roll,-1.9279363530179014
1745066986.457153,r_hip_pitch,-0.2165222231031516
1745066986.457153,r_knee,0.4190292527412888
1745066986.457153,r_ank_pitch,0.09708583153100614
1745066986.457153,r_ank_roll,-0.12583710637404064
1745066986.457153,l_sho_pitch,-0.0011667565347003115
1745066986.457153,l_sho_roll,-0.09417620988192213
1745066986.457153,l_el,0.007168670883582526
1745066986.457153,r_sho_pitch,0.0011870969004011758
1745066986.457153,r_sho_roll,0.09380121143638516
1745066986.457153,r_el,-0.007076363049347934
1745066986.457153,head_pan,0.0010094145980064145
1745066986.457153,head_tilt,0.2822675095458219
1745066986.9575121,l_hip_yaw,0.8518914048771057
1745066986.9575121,l_hip_roll,-1.293451070050222
1745066986.9575121,l_hip_pitch,0.9033634851955505
1745066986.9575121,l_knee,-0.23711542428940796
1745066986.9575121,l_ank_pitch,0.4279536516291708
1745066986.9575121,l_ank_roll,0.8074991321304712
1745066986.9575121,r_hip_yaw,-0.1033988042397557
1745066986.9575121,r_hip_roll,0.3492733318482704
1745066986.9575121,r_hip_pitch,1.2582773107867529
1745066986.9575121,r_knee,1.1427785741276253
1745066986.9575121,r_ank_pitch,0.07652369408115363
1745066986.9575121,r_ank_roll,0.920550544767236
1745066986.9575121,l_sho_pitch,0.03650006085280154
1745066986.9575121,l_sho_roll,-0.08646398997728849
1745066986.9575121,l_el,0.00442235689327225
1745066986.9575121,r_sho_pitch,0.013057361890274743
1745066986.9575121,r_sho_roll,0.08047102013514902
1745066986.9575121,r_el,-0.0029152686694811263
1745066986.9575121,head_pan,0.06252511630307866
1745066986.9575121,head_tilt,0.1708272883581712
1745066987.4612887,l_hip_yaw,-0.5769104971739935
1745066987.4612887,l_hip_roll,2.1783824935677583
1745066987.4612887,l_hip_pitch,0.075018669467294
1745066987.4612887,l_knee,-0.812023244329555
1745066987.4612887,l_ank_pitch,0.8799417231112316
1745066987.4612887,l_ank_roll,-1.0769442715045323
1745066987.4612887,r_hip_yaw,0.41060009265336306
1745066987.4612887,r_hip_roll,-1.1632108572735709
1745066987.4612887,r_hip_pitch,1.154397740716173
1745066987.4612887,r_knee,1.797500531468119
1745066987.4612887,r_ank_pitch,-1.5367677189508278
1745066987.4612887,r_ank_roll,-0.4945422588350882
1745066987.4612887,l_sho_pitch,-0.04248014214125645
1745066987.4612887,l_sho_roll,-0.06148741944098075
1745066987.4612887,l_el,-0.0015478743916993336
1745066987.4612887,r_sho_pitch,-0.01989157075159661
1745066987.4612887,r_sho_roll,0.0499443595780336
1745066987.4612887,r_el,0.0031284925014397214
1745066987.4612887,head_pan,-0.05920517667961939
1745066987.4612887,head_tilt,0.055225521259836034
1745066987.973838,l_hip_yaw,-0.07957768868702333
1745066987.973838,l_hip_roll,1.9600499817416295
1745066987.973838,l_hip_pitch,1.4988760036377353
1745066987.973838,l_knee,-0.10396928727187478
1745066987.973838,l_ank_pitch,0.9792018356782052
1745066987.973838,l_ank_roll,0.28843706032578925
1745066987.973838,r_hip_yaw,0.3728971683802451
1745066987.973838,r_hip_roll,-2.791569262078876
1745066987.973838,r_hip_pitch,2.561952815954387
1745066987.973838,r_knee,2.5278771729330782
1745066987.973838,r_ank_pitch,-1.3792804732450656
1745066987.973838,r_ank_roll,1.3298888912812494
1745066987.973838,l_sho_pitch,-0.03465070678669423
1745066987.973838,l_sho_roll,-0.06400068858759611
1745066987.973838,l_el,0.0006160947657338524
1745066987.973838,r_sho_pitch,-0.015959066865418457
1745066987.973838,r_sho_roll,0.0747908945868
1745066987.973838,r_el,-0.003156001718860265
1745066987.973838,head_pan,0.057003968878142915
1745066987.973838,head_tilt,0.04647282695708288
1745066988.474366,l_hip_yaw,-0.17347444257349265
1745066988.474366,l_hip_roll,-0.6952063545400738
1745066988.474366,l_hip_pitch,-1.653703391041484
1745066988.474366,l_knee,-2.482463672343857
1745066988.474366,l_ank_pitch,1.0076579436905482
1745066988.474366,l_ank_roll,-0.9278460986208998
1745066988.474366,r_hip_yaw,-0.030824031497645794
1745066988.474366,r_hip_roll,0.34650057533665574
1745066988.474366,r_hip_pitch,-0.3735597965763133
1745066988.474366,r_knee,-0.12794578448592253
1745066988.474366,r_ank_pitch,-0.12784211272436466
1745066988.474366,r_ank_roll,-0.1300193402853944
1745066988.474366,l_sho_pitch,-0.04179840478251369
1745066988.474366,l_sho_roll,-0.06875810683177723
1745066988.474366,l_el,0.0006009498339802866
1745066988.474366,r_sho_pitch,-0.022502249613855503
1745066988.474366,r_sho_roll,0.10067385640523684
1745066988.474366,r_el,-0.008592806578045235
1745066988.474366,head_pan,-0.08895470426378858
1745066988.474366,head_tilt,0.02456261152380163
1745066988.9859746,l_hip_yaw,-0.7757042336695209
