Time,Joint,Torque
1745066988.9859746,l_hip_roll,-1.5673936060785414
1745066988.9859746,l_hip_pitch,-0.017125532681495068
1745066988.9859746,l_knee,-0.2247833558037894
1745066988.9859746,l_ank_pitch,-3.5146079298224993
1745066988.9859746,l_ank_roll,-1.2489110095962397
1745066988.9859746,r_hip_yaw,-0.10660589115881297
1745066988.9859746,r_hip_roll,0.720266927339953
1745066988.9859746,r_hip_pitch,-2.0279683158506496
1745066988.9859746,r_knee,-1.2012375776466586
1745066988.9859746,r_ank_pitch,0.5898317279573664
1745066988.9859746,r_ank_roll,-0.23011975983570027
1745066988.9859746,l_sho_pitch,0.12892800755536446
1745066988.9859746,l_sho_roll,-0.10366111510230623
1745066988.9859746,l_el,-0.001571108608163103
1745066988.9859746,r_sho_pitch,-0.047972057753277855
1745066988.9859746,r_sho_roll,0.1675641909979074
1745066988.9859746,r_el,-0.015465757693734926
1745066988.9859746,head_pan,-0.09404917852798723
1745066988.9859746,head_tilt,0.6330691808977033
1745066989.5032518,l_hip_yaw,-0.03403411521773362
1745066989.5032518,l_hip_roll,-0.4191554438499458
1745066989.5032518,l_hip_pitch,0.23850620342929668
1745066989.5032518,l_knee,0.2640257870754142
1745066989.5032518,l_ank_pitch,-0.29568621407206075
1745066989.5032518,l_ank_roll,0.14313981716106436
1745066989.5032518,r_hip_yaw,0.7790265801948411
1745066989.5032518,r_hip_roll,0.10112493487043356
1745066989.5032518,r_hip_pitch,-1.4311231494461352
1745066989.5032518,r_knee,-0.5095247910160312
1745066989.5032518,r_ank_pitch,2.086523175033781
1745066989.5032518,r_ank_roll,2.3148298355303463
1745066989.5032518,l_sho_pitch,0.056987392765822625
1745066989.5032518,l_sho_roll,-0.09905833236917425
1745066989.5032518,l_el,0.006848238904892085
1745066989.5032518,r_sho_pitch,0.06559683028353926
1745066989.5032518,r_sho_roll,0.07241020795455369
1745066989.5032518,r_el,0.0008384024508938269
1745066989.5032518,head_pan,0.16211574406796564
1745066989.5032518,head_tilt,0.5654701920291667
1745066990.0074575,l_hip_yaw,-0.6341215610987508
1745066990.0074575,l_hip_roll,2.308051992314178
1745066990.0074575,l_hip_pitch,-1.3099311933759563
1745066990.0074575,l_knee,-1.6954782665986121
1745066990.0074575,l_ank_pitch,0.8363074058240668
1745066990.0074575,l_ank_roll,-1.4516037727791662
1745066990.0074575,r_hip_yaw,0.2686287624198665
1745066990.0074575,r_hip_roll,-1.4899880222390647
1745066990.0074575,r_hip_pitch,-0.3894901159727883
1745066990.0074575,r_knee,0.7378325306868905
1745066990.0074575,r_ank_pitch,-1.143628935176941
1745066990.0074575,r_ank_roll,-0.35986823219610675
1745066990.0074575,l_sho_pitch,-0.01665214356582147
1745066990.0074575,l_sho_roll,-0.07317330739121204
1745066990.0074575,l_el,0.0007376853399811707
1745066990.0074575,r_sho_pitch,-0.00023963984905041205
1745066990.0074575,r_sho_roll,0.07273345712555111
1745066990.0074575,r_el,-0.0013562625698912642
1745066990.0074575,head_pan,-0.07075971721235234
1745066990.0074575,head_tilt,0.09672198406085361
1745066990.5128148,l_hip_yaw,0.0572213466086868
1745066990.5128148,l_hip_roll,1.5278951202284126
1745066990.5128148,l_hip_pitch,1.6595810037498868
1745066990.5128148,l_knee,-0.025517777777046266
1745066990.5128148,l_ank_pitch,0.9535871351409804
1745066990.5128148,l_ank_roll,0.34616219996642017
1745066990.5128148,r_hip_yaw,0.3517436051235834
1745066990.5128148,r_hip_roll,-2.4515634436222427
1745066990.5128148,r_hip_pitch,2.413386836205583
1745066990.5128148,r_knee,2.265025534600384
1745066990.5128148,r_ank_pitch,-1.2065639531878716
1745066990.5128148,r_ank_roll,1.1644802042616391
1745066990.5128148,l_sho_pitch,-0.0318264690996714
1745066990.5128148,l_sho_roll,-0.05427090349186675
1745066990.5128148,l_el,-0.0006227648893327709
1745066990.5128148,r_sho_pitch,0.007348768469328434
1745066990.5128148,r_sho_roll,0.08002280601078515
1745066990.5128148,r_el,-0.005402400808438175
1745066990.5128148,head_pan,0.06009893441638481
1745066990.5128148,head_tilt,0.09711636616045764
